jammer,algorithm,adapter,jsr_db,seed,oracle_target_idx_passed,oracle_jammer_type_passed,oracle_true_jammer_signal_passed,jammer_contract_status,jammer_comparable,requested_jsr_db,measured_jsr_db,jsr_error_db,jsr_status,legacy_components_available,oracle_input_status,forbidden_keys_present,output_shape,expected_shape,shape_ok,complex_dtype_ok,finite_ok,input_unchanged,interface_status,template_finite_ok,runtime_ms,memory_usage_bytes,target_only,call_attempted,role,target_only_interface_status
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,0.0,47,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.27237500762566924,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,0.0,47,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,0.0,48,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2720000338740647,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,0.0,48,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,0.0,49,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2703330246731639,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,0.0,49,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,0.0,50,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2702499623410404,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,0.0,50,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,0.0,51,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.27000001864507794,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,0.0,51,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,42,False,False,False,UNIFIED_JSR_PASS,True,10.0,9.999999999999998,-1.7763568394002505e-15,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.26945798890665174,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,42,False,False,False,UNIFIED_JSR_PASS,True,10.0,9.999999999999998,-1.7763568394002505e-15,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,43,False,False,False,UNIFIED_JSR_PASS,True,10.0,9.999999999999998,-1.7763568394002505e-15,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.30170800164341927,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,43,False,False,False,UNIFIED_JSR_PASS,True,10.0,9.999999999999998,-1.7763568394002505e-15,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,44,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.27374998899176717,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,44,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,45,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2740409690886736,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,45,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,46,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2756670000962913,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,46,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,47,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.27579203015193343,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,47,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,48,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.27074996614828706,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,48,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,49,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2708749962039292,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,49,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,50,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2997079864144325,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,50,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,51,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.28324994491413236,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,10.0,51,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,42,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.27670798590406775,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,42,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,43,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2744999947026372,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,43,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,44,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2708749962039292,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,44,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,45,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2703330246731639,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,45,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,46,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2698749885894358,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,46,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,47,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.26775000151246786,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,47,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,48,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2685419749468565,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,48,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,49,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.26875000912696123,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,49,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,50,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.268207979388535,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,50,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,51,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.268584000878036,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,20.0,51,False,False,False,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,42,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.26845798129215837,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,42,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,43,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2731670392677188,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,43,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,44,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2685420331545174,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,44,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,45,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.26887503918260336,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,45,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,46,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.26875000912696123,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,46,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,47,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2689159591682255,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,47,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,48,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.26762497145682573,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,48,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,49,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2703330246731639,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,49,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,50,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2702499623410404,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,50,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,51,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,0.2626670175231993,967037,False,True,algorithm,PASS
AMNoiseGaiJam,FDC,FrequencyDomainCanceller,30.0,51,False,False,False,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,42,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.797375010792166,1156141,False,True,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,42,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,43,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.17541695712134,1129638,False,True,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,43,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,44,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.16529196733609,1129638,False,True,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,44,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,45,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.21066705090925,1129638,False,True,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,45,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,46,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.01500001968816,1129566,False,True,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,46,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,47,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,39.23887497512624,1129614,False,True,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,47,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,48,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,38.3607090334408,1129732,False,True,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,48,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,49,False,False,False,UNIFIED_JSR_PASS,True,0.0,9.64327466553287e-16,9.64327466553287e-16,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.37141699437052,1129638,False,True,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,49,False,False,False,UNIFIED_JSR_PASS,True,0.0,9.64327466553287e-16,9.64327466553287e-16,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,50,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.940583027899265,1129638,False,True,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,50,False,False,False,UNIFIED_JSR_PASS,True,0.0,0.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
FMNoiseAimedJam,FrFT,frft_filter,0.0,51,False,False,False,UNIFIED_JSR_PASS,True,0.0,9.64327466553287e-16,9.64327466553287e-16,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,37.71233296720311,1129590,False,True,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,0.0,51,False,False,False,UNIFIED_JSR_PASS,True,0.0,9.64327466553287e-16,9.64327466553287e-16,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
FMNoiseAimedJam,FrFT,frft_filter,10.0,42,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",True,True,True,True,PASS,True,36.54312499566004,1129686,False,True,algorithm,PASS
FMNoiseAimedJam,FrFT,frft_filter,10.0,42,False,False,False,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,,"(1, 5000)","(1, 5000)",,True,True,True,PASS,,0.0,0,,,identity,
